pitch,energy,zero_crossings,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,lang
1.67E-08,0.036297355,65031,-360.29907,128.60141,-28.126038,25.81305,23.362022,7.0959005,-6.3753347,-1.6190922,-13.575715,-25.497034,-11.261492,-6.0483413,-4.907891,russian
4.50E-08,0.034854632,65417,-363.00275,127.292465,-31.981216,33.582848,16.483013,-2.0067837,-13.16135,-9.410542,-23.433123,-20.35299,-1.5820005,-6.6799536,-7.359361,russian
-4.10E-08,0.034408193,42424,-364.26614,129.64786,-26.06622,27.979961,22.942457,6.8890347,-5.150471,-2.0667937,-13.128266,-25.21171,-10.730166,-6.263319,-4.2986636,russian
-1.42E-07,0.06689225,108004,-290.44315,79.453636,-13.244424,37.330864,-3.0989923,25.80553,-20.156363,-7.1963515,-16.125628,-8.082659,-4.714631,-7.8111997,-3.211497,russian
-2.34E-08,0.06449323,107144,-299.783,84.31504,-16.853008,39.732117,-8.82079,18.564299,-32.781834,-7.0088654,-14.003438,-4.6010017,-2.6186423,-12.233323,1.7429078,russian
7.33E-08,0.063275084,75427,-296.2587,83.17818,-17.508772,42.821907,-7.2596316,29.672075,-22.152712,-7.733835,-17.125462,-7.889268,-4.3474407,-9.775342,-0.76092875,russian
1.90E-08,0.056848858,108532,-353.86813,111.389946,5.6341968,25.650665,7.5132227,15.254456,-28.938892,-17.282927,-4.5361958,-6.98833,-4.896292,-13.408499,-7.737142,russian
2.19E-08,0.05453177,108774,-355.65906,111.97952,3.763645,23.167439,2.5155933,1.1187587,-38.011005,-8.131035,-2.7678723,-8.6353245,-10.800923,-15.278468,-5.7601333,russian
3.22E-09,0.05417723,73727,-356.4114,113.51245,5.641948,25.921566,7.396825,15.673343,-30.137447,-17.61641,-3.4290245,-6.2826347,-4.7286377,-13.509141,-6.3964806,russian
2.01E-06,0.0416772,97944,-306.15463,118.90607,-17.031345,46.54725,-5.907823,21.465004,-4.8712263,2.7527514,1.3798232,-2.6558933,-3.2396853,-2.8595152,0.29224232,russian
2.49E-06,0.04058475,96645,-302.2187,114.79623,-17.019878,46.98646,-11.535927,20.656345,-12.273232,4.722033,-2.7447345,-6.1632843,-0.98742837,-5.5172615,-2.0638063,russian
1.57E-06,0.03832183,69147,-311.13788,119.96656,-19.630127,48.912506,-6.5744853,21.791887,-4.1817923,1.6274004,2.9849753,-4.0054736,-1.5302483,-4.1504707,1.4072133,russian
3.41E-06,0.036617033,105007,-317.8068,129.84978,-24.384474,31.947048,-20.398516,-1.6741434,-14.967138,-6.8546214,-12.36744,6.2610745,-14.57079,-3.7469568,2.9767525,russian
-3.44E-06,0.034072462,74080,-321.23758,128.19188,-18.1093,33.845417,-13.227474,2.9748592,-15.199163,-1.8536828,-20.386696,7.93757,-9.845411,-9.564595,-0.27315542,russian
-2.69E-05,0.058100265,233280,-361.58588,104.30486,11.132441,32.615643,8.682572,20.02621,-6.3918104,-5.812532,5.2780976,-8.102647,-9.808081,-7.3509784,0.5238692,russian
-3.55E-05,0.05568733,224848,-364.4113,106.63844,9.616436,32.657852,5.8228083,14.552371,-14.917667,-2.6046903,1.0992967,-14.121787,-4.5703745,-1.2612629,5.726712,russian
-7.03E-05,0.055163234,156312,-362.83243,106.04714,9.151364,33.47842,8.283146,20.244968,-7.2426224,-6.866212,5.6332116,-9.627746,-9.556088,-8.470825,1.2044785,russian
2.58E-05,0.070024185,108861,-318.3024,115.154686,10.099171,34.56593,7.339161,20.80044,-20.429796,2.4199772,7.418638,-0.7744722,0.06620409,-7.520919,5.7455077,russian
1.52E-05,0.06705853,107813,-321.62036,119.167305,6.5734353,34.237053,3.460659,12.35897,-23.234087,12.360055,4.384201,-3.7685592,-0.3181235,-4.413442,11.234983,russian
-2.80E-05,0.06476801,74083,-323.14728,120.56884,6.26591,38.505795,3.4238906,23.80477,-23.185293,1.5746402,7.685943,-2.2790868,0.7152363,-9.227033,6.6778526,russian
1.17E-05,0.040338058,150893,-306.46957,115.33432,-23.0568,27.67701,0.14234442,16.93262,-16.744204,21.611313,-19.45555,6.0227475,-1.5081788,-4.9880714,-6.899662,russian
5.35E-06,0.03877247,143707,-317.61795,124.09368,-34.45656,35.619297,-4.461303,12.671308,-13.500734,15.659026,-20.549898,9.232917,-5.628206,-10.137939,3.4088547,russian
7.78E-06,0.039511666,107838,-311.69067,118.618195,-30.763445,33.04973,-3.0748038,18.505136,-19.797869,23.477722,-19.993982,5.479419,-0.028931089,-8.175702,-3.8756843,russian
2.33E-06,0.036402535,147980,-330.95657,100.40652,-8.977865,15.167081,-2.5401623,-0.5926344,-10.772928,-3.3604076,-21.315165,-2.927602,-5.4307127,-5.1345596,1.4391397,russian
2.72E-06,0.03481892,133178,-338.53445,104.367714,-18.349667,17.65402,-10.156091,-3.4112062,-14.476423,-8.717428,-17.471523,3.813678,-4.09441,-0.4551939,6.280348,russian
-1.31E-06,0.034622874,100142,-333.98605,101.36641,-11.51475,18.39826,-5.6083775,1.7534316,-11.912294,-2.8516588,-22.896017,-2.0351143,-5.4631906,-5.787397,2.358407,russian
-6.21E-07,0.034924734,197355,-316.32935,109.006,-5.5780745,19.447454,5.812716,2.4979277,-9.7084255,5.711305,-18.858469,-5.746385,-3.7099226,-6.249937,-10.287827,russian
-1.21E-06,0.033287525,173778,-325.40045,116.15144,-16.636992,26.588207,-4.6997013,1.1452768,-12.485093,-0.70051867,-20.765127,-0.57885087,-1.7469034,-9.606909,4.9784493,russian
5.62E-07,0.0329096,131537,-322.7279,110.51517,-8.032856,23.03962,2.9527767,4.779634,-10.439702,6.3067555,-19.794239,-5.431553,-3.6455972,-6.7951264,-9.972701,russian
4.99E-05,0.08253724,18008,-337.16586,140.262,21.721222,44.995457,13.889335,26.038532,9.467125,7.2610044,3.432553,7.052767,6.896419,4.754816,6.019525,russian
5.54E-05,0.07860487,18596,-338.36255,146.6272,18.542898,47.18621,10.411667,25.76156,3.860151,6.142934,6.192791,7.578869,8.469551,3.4698222,9.483399,russian
-5.06E-05,0.07542476,12070,-344.46268,142.69646,20.152584,47.093742,13.10778,26.238188,8.35065,6.874177,3.7923284,6.3040586,6.4751163,3.5959883,6.643894,russian
